customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Cuentas_Diarias
9408-HRXRK,0,Female,0,1,1,45,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,105.15,4730.9,3.4566074950690333
9408-SSNVZ,1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,268.35,2.3060486522024983
9411-TPQQV,0,Female,0,0,0,40,0,0,DSL,1,0,0,1,1,1,One year,1,Bank transfer (automatic),54.55,2236.2,1.7932281393819853
9412-ARGBX,1,Female,0,0,1,48,1,0,Fiber optic,0,1,1,1,1,0,Two year,1,Mailed check,95.5,4627.85,3.1393819855358314
9412-GHEEC,1,Male,0,0,0,40,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),104.8,4131.95,3.445101906640368
9415-DPEWS,1,Female,0,0,0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.35,1639.3,2.9043392504930963
9415-TPKRV,0,Female,0,1,1,8,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,55.75,446.8,1.8326758711374096
9415-ZNBSX,0,Female,0,1,1,70,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),89.0,6293.2,2.925706771860618
9418-RUKPH,0,Female,0,1,1,38,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.95,756.4,0.655818540433925
9419-IPPBE,0,Female,0,1,1,51,1,1,Fiber optic,0,0,1,0,0,1,One year,1,Electronic check,90.15,4554.85,2.9635108481262327
9420-LOJKX,1,Female,0,0,0,15,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.1,1426.4,3.2577251808021037
9424-CMPOG,0,Male,0,1,1,9,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,197.4,0.6443129520052597
9426-SXNHE,0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),18.75,53.15,0.6163708086785009
9430-FRQOC,1,Female,0,0,1,4,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Mailed check,87.1,341.45,2.863247863247863
9430-NKQLY,0,Male,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.1,1790.8,0.8251150558842867
9432-RUVSL,0,Female,0,0,0,48,1,0,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),102.5,4904.25,3.3694937541091385
9432-VOFYX,0,Male,0,0,0,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.8,1207.0,2.3274161735700196
9435-JMLSX,0,Male,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),86.1,6045.9,2.830374753451676
9436-ZBZCT,1,Male,0,0,0,14,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,89.95,1178.4,2.956936226166995
9441-QHEVC,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.1,19.1,0.6278763971071664
9442-JTWDL,0,Female,0,0,0,11,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.05,237.7,0.6591058514135437
9443-JUBUO,0,Male,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),65.25,4478.85,2.1449704142011834
9444-JTXHZ,1,Male,0,1,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.2,76.2,2.504930966469428
9445-SZLCH,1,Female,0,1,1,36,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),97.35,3457.9,3.200197238658777
9445-ZUEQE,0,Male,0,1,1,27,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),85.2,2151.6,2.8007889546351086
9447-YPTBX,0,Female,0,1,0,50,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.85,943.1,0.6525312294543064
9448-REEVD,1,Male,0,1,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),44.7,44.7,1.4694280078895463
9450-TRJUU,0,Male,0,0,0,35,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,83.15,2848.45,2.733399079552926
9451-LPGOO,1,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.8,620.35,2.853385930309007
9451-WLYRI,0,Female,0,1,0,53,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.05,990.45,0.626232741617357
9453-PATOS,0,Female,0,1,0,72,1,0,DSL,1,1,1,1,1,1,Two year,0,Mailed check,85.1,6155.4,2.7975016436554894
9462-MJUAW,1,Male,0,0,0,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.4,206.6,1.6568047337278105
9465-RWMXL,1,Male,0,1,0,32,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.9,2447.95,2.5936883629191323
9467-ROOLM,0,Female,0,0,0,25,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.05,461.3,0.626232741617357
9469-WEJBT,0,Male,0,1,0,37,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,90.35,3419.3,2.9700854700854697
9470-RTWDV,0,Male,0,1,1,26,1,1,DSL,0,0,1,1,1,1,One year,1,Credit card (automatic),82.0,2083.1,2.695595003287311
9470-XCCEM,0,Male,0,1,1,35,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.65,3161.6,2.9470742932281393
9470-YFUYI,0,Male,1,1,0,71,1,0,DSL,1,1,0,1,1,0,One year,1,Bank transfer (automatic),71.0,5012.1,2.333990795529257
9473-CBZOP,0,Female,0,0,0,28,1,1,DSL,1,0,1,0,0,0,One year,0,Mailed check,59.0,1654.45,1.9395134779750163
9474-PHLYD,1,Female,0,0,0,15,1,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,59.45,892.65,1.9543063773833005
9475-NNDGC,0,Male,0,1,0,71,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),113.15,7953.25,3.719592373438527
9477-LGWQI,0,Male,0,1,1,70,1,0,DSL,1,1,1,0,1,1,Two year,1,Credit card (automatic),80.15,5600.15,2.6347797501643657
9479-HYNYL,0,Female,0,1,0,71,1,0,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),80.7,5705.05,2.6528599605522682
9480-BQJEI,0,Male,0,0,0,62,1,1,Fiber optic,1,1,0,0,0,1,One year,1,Bank transfer (automatic),92.3,5731.45,3.034188034188034
9481-IEBZY,0,Male,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Credit card (automatic),112.9,8061.5,3.7113740959894805
9481-SFCQY,0,Female,0,0,1,14,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),59.8,824.85,1.9658119658119657
9481-WHGWY,0,Female,0,1,1,70,1,0,DSL,1,0,0,1,1,1,Two year,0,Credit card (automatic),75.35,5437.75,2.476988823142669
9483-GCPWE,0,Male,0,0,1,9,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,190.25,0.6607495069033531
9488-FVZCC,0,Female,0,1,1,72,1,1,DSL,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),79.5,5661.7,2.613412228796844
9488-FYQAU,0,Female,0,1,0,63,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.25,6841.4,3.591387245233399
9488-HGMJH,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.15,71.15,2.338921761998685
9489-DEDVP,0,Female,0,1,1,70,1,1,DSL,1,1,0,0,1,0,Two year,1,Credit card (automatic),69.2,4872.35,2.2748191978961207
9489-JMTTN,0,Female,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.75,6595.9,2.950361604207758
9489-UTFKA,0,Male,1,1,0,8,1,0,DSL,1,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),60.9,551.95,2.001972386587771
9490-DFPMD,1,Female,1,0,0,42,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.65,3541.35,2.7827087442472056
9492-TOKRI,1,Female,0,0,0,18,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),90.0,1527.35,2.9585798816568047
9494-BDNNC,0,Male,0,1,0,66,1,1,Fiber optic,0,1,1,0,0,1,One year,0,Electronic check,95.3,6273.4,3.1328073635765943
9494-MRNYX,0,Male,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.05,786.3,2.4671268902038133
9495-REDIY,0,Male,0,0,1,25,0,0,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),40.65,970.55,1.33629191321499
9495-SKLKD,0,Male,0,1,1,45,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),95.95,4456.65,3.1541748849441156
9496-IVVRP,0,Female,0,1,1,11,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.0,581.7,1.6765285996055226
9497-QCMMS,1,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.55,93.55,3.0752794214332675
9498-FIMXL,0,Female,0,0,0,8,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.2,161.95,0.6311637080867849
9499-XPZXM,0,Female,0,1,0,72,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),64.75,4804.75,2.12853385930309
9500-IWPXQ,0,Female,0,1,1,61,1,1,DSL,1,1,1,1,0,1,One year,1,Electronic check,79.4,4820.55,2.6101249178172257
9500-LTVBP,0,Female,0,0,0,35,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),80.05,2835.9,2.6314924391847465
9500-WBGRP,0,Male,0,0,0,69,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.1,1268.85,0.6278763971071664
9501-UKKNL,0,Male,0,0,0,59,0,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,51.7,3005.8,1.6995397764628535
9503-XJUME,0,Male,0,0,1,52,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.65,928.4,0.645956607495069
9504-DSHWM,0,Male,0,0,0,20,1,1,DSL,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),59.2,1191.2,1.9460880999342538
9504-YAZWB,0,Female,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.25,1048.45,0.665680473372781
9505-SQFSW,0,Female,0,1,1,3,0,0,DSL,0,1,0,0,0,1,Month-to-month,0,Mailed check,40.3,92.5,1.3247863247863245
9506-UXUSK,0,Male,0,0,0,13,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,931.75,2.3060486522024983
9507-EXLTT,1,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),79.35,79.35,2.608481262327416
9507-HSMMZ,0,Male,0,0,0,54,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,1149.65,0.6574621959237343
9508-ILZDG,0,Female,1,0,0,34,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,96.35,3190.25,3.16732412886259
9509-MPYOD,0,Female,0,0,0,35,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.75,700.45,0.6821170282708744
9512-PHSMG,0,Female,0,1,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.55,252.75,0.6755424063116371
9512-UIBFX,1,Male,0,1,1,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,95.15,1779.95,3.1278763971071664
9513-DXHDA,0,Male,0,0,0,27,1,0,DSL,1,0,1,1,1,1,One year,0,Electronic check,81.7,2212.55,2.685733070348455
9514-JDSKI,1,Male,1,1,0,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,40.2,40.2,1.3214990138067062
9518-IMLHK,0,Male,0,0,0,31,1,0,DSL,1,1,1,1,1,0,Month-to-month,1,Bank transfer (automatic),72.45,2156.25,2.3816568047337277
9518-RWHZL,1,Female,0,0,0,64,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.05,6254.2,3.288954635108481
9518-XXBXE,0,Male,1,1,0,10,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.3,720.45,2.47534516765286
9522-BNTHX,0,Female,1,0,0,34,0,0,DSL,0,1,1,0,1,1,Month-to-month,1,Electronic check,56.25,1765.95,1.849112426035503
9522-ZSINC,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,19.95,253.8,0.655818540433925
9524-EGPJC,1,Female,0,0,0,18,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,90.1,1612.75,2.961867192636423
9526-BIHHD,1,Male,0,0,0,1,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.7,29.7,0.9763313609467454
9526-JAWYF,1,Male,0,0,0,26,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Electronic check,89.8,2335.3,2.952005259697567
9529-OFXHY,0,Male,0,0,0,15,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),87.75,1242.2,2.8846153846153846
9530-EHPOH,1,Male,0,0,0,11,1,1,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,53.75,608.0,1.7669296515450361
9530-GRMJG,0,Male,0,1,1,70,1,1,DSL,0,1,1,1,1,1,Two year,1,Electronic check,84.1,5979.7,2.7646285338593026
9531-NSBMR,0,Female,0,0,0,36,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.25,679.8,0.6328073635765943
9534-NSXEM,0,Male,0,0,0,26,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.65,595.5,0.6788297172912556
9537-JALFH,0,Male,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.9,1356.7,0.6541748849441156
9537-VHDTA,0,Female,0,0,1,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,51.2,51.2,1.68310322156476
9540-JYROE,1,Male,0,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.1,551.35,2.3044049967126887
9541-PWTWO,0,Female,0,0,0,52,1,1,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),80.95,4233.95,2.661078238001315
9541-ZPSEA,0,Male,0,1,1,68,1,0,Fiber optic,1,0,1,0,0,0,Two year,0,Credit card (automatic),80.35,5375.15,2.6413543721236024
9544-PYPSJ,0,Female,1,1,1,62,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),96.1,6019.35,3.1591058514135435
9546-CQJSU,1,Female,0,0,0,2,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,91.4,193.6,3.004602235371466
9546-KDTRB,0,Female,0,0,0,19,1,1,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),24.7,465.85,0.8119658119658119
9547-ITEFG,0,Male,0,1,1,9,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),102.6,897.75,3.372781065088757
9548-LERKT,0,Male,0,1,0,24,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,483.15,0.6492439184746877
9548-LIGTA,0,Male,0,1,0,61,1,0,DSL,1,1,0,1,1,1,Two year,1,Mailed check,81.05,4747.65,2.6643655489809333
9548-ZMVTX,0,Male,0,1,1,72,1,1,Fiber optic,0,1,1,1,0,0,Two year,0,Bank transfer (automatic),90.45,6565.85,2.9733727810650885
9552-TGUZV,0,Male,0,1,0,8,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,75.0,658.1,2.4654832347140037
9553-DLCLU,0,Female,0,0,1,13,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),88.95,1161.75,2.9240631163708084
9554-DFKIC,0,Male,0,1,1,30,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),54.45,1588.7,1.7899408284023668
9555-SAHUZ,0,Female,0,1,1,38,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,54.5,2076.05,1.7915844838921762
9558-IHEZX,0,Female,0,0,0,71,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card (automatic),106.75,7283.25,3.509204470742932
9560-ARGQJ,1,Female,0,0,1,16,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,1312.15,2.662721893491124
9560-BBZXK,0,Female,0,0,0,36,0,0,DSL,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),31.05,1126.35,1.0207100591715976
9564-KCLHR,1,Male,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,51.25,51.25,1.6847468770545693
9565-AXSMR,0,Male,0,1,1,52,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.2,1054.75,0.6311637080867849
9565-DJPIB,1,Female,0,0,1,4,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Mailed check,89.6,365.65,2.9454306377383297
9565-FLVCG,0,Male,0,1,1,65,1,1,DSL,1,1,0,0,0,1,Two year,1,Mailed check,69.55,4459.15,2.286324786324786
9565-JSNFM,1,Male,0,0,0,38,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),70.45,2597.6,2.315910585141354
9570-KYEUA,0,Male,0,0,0,64,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Credit card (automatic),99.25,6549.45,3.2626561472715316
9571-EDEBV,0,Male,0,1,0,71,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),98.65,6962.85,3.24293228139382
9572-MTILT,1,Male,0,1,0,59,1,1,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Electronic check,106.75,6252.9,3.509204470742932
9572-WUKSB,0,Male,0,1,0,3,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,29.9,92.25,0.9829059829059829
9574-BOSMD,0,Male,0,1,1,68,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.4,1620.2,0.8349769888231425
9574-RKJIF,1,Male,0,1,1,30,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,94.4,2838.7,3.1032215647600263
9575-IWCAZ,0,Male,0,1,0,6,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,25.1,171.0,0.8251150558842867
9576-ANLXO,1,Female,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.55,222.3,2.286324786324786
9576-SYUHJ,0,Male,0,0,0,37,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,91.15,3369.25,2.9963839579224194
9577-WJVCQ,0,Female,0,0,0,68,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,54.45,3687.75,1.7899408284023668
9578-FOMUK,0,Male,0,0,1,15,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,324.15,0.8152531229454306
9578-VRMNM,1,Female,0,0,0,16,1,1,DSL,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),65.2,1043.35,2.1433267587113742
9581-GVBXT,0,Male,0,1,1,59,0,0,DSL,1,0,1,0,0,0,One year,0,Mailed check,34.8,1980.3,1.1439842209072977
9584-EXCDZ,0,Female,0,0,0,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),70.5,1165.6,2.3175542406311638
9585-KKMFD,0,Male,0,1,1,41,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.0,879.8,0.6574621959237343
9586-JGQKH,0,Female,0,1,0,64,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Bank transfer (automatic),105.4,6794.75,3.46482577251808
9588-OZDMQ,0,Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.0,89.75,1.4792899408284024
9588-YRFHY,0,Male,0,0,0,49,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.9,1022.6,0.6541748849441156
9589-ABEPT,0,Male,0,1,0,69,1,1,Fiber optic,0,1,0,1,1,0,Two year,1,Mailed check,92.45,6460.55,3.039119000657462
9591-YVTEB,0,Male,1,0,0,55,0,0,DSL,1,1,0,0,1,0,Month-to-month,1,Electronic check,44.85,2479.05,1.4743589743589742
9592-ERDKV,0,Male,0,1,0,37,1,1,DSL,1,0,1,0,1,1,One year,0,Mailed check,79.25,2911.8,2.6051939513477973
9593-CVZKR,0,Female,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.45,1385.85,0.8037475345167652
9600-NAXZN,1,Male,0,0,0,43,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.4,4528.0,3.3333333333333335
9600-UDOPK,1,Male,0,1,0,30,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),94.05,2866.45,3.091715976331361
9601-BRXPO,1,Female,0,1,0,25,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.95,2566.5,3.4500328731097962
9602-WCXPI,0,Male,0,0,0,50,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.15,989.05,0.6623931623931623
9603-OAIHC,0,Male,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.05,70.05,2.3027613412228796
9605-WGJVW,0,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,70.2,2.3076923076923075
9606-PBKBQ,1,Male,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.0,2642.05,2.794214332675871
9609-BENEA,0,Male,0,1,0,35,1,1,DSL,0,1,0,1,1,0,One year,1,Electronic check,69.0,2441.7,2.2682445759368837
9610-WCESF,0,Male,0,0,0,67,0,0,DSL,1,0,0,1,1,0,Two year,0,Electronic check,43.9,3097.2,1.4431295200525969
9611-CTWIH,1,Female,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.45,240.45,2.9404996712689018
9614-RMGHA,1,Male,0,1,0,65,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),91.85,5940.85,3.01939513477975
9617-INGJY,0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.6,70.6,2.320841551610782
9617-UDPEU,0,Female,0,0,0,22,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.25,412.55,0.6328073635765943
9618-LFJRU,0,Female,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.45,82.85,0.6722550953320183
9619-GSATL,0,Female,0,0,0,43,1,0,DSL,0,1,0,1,0,0,One year,0,Electronic check,55.45,2444.25,1.8228139381985535
9620-ENEJV,0,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70.55,433.95,2.319197896120973
9620-QJREV,0,Male,0,0,1,47,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.55,1013.05,0.6755424063116371
9621-OUPYD,0,Female,0,1,0,25,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.2,507.9,0.6640368178829716
9624-EGDEQ,0,Female,0,0,0,37,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.8,813.3,0.650887573964497
9625-QNLUX,0,Male,0,1,1,68,1,0,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card (automatic),103.25,7074.4,3.3941485864562786
9625-QSTYE,1,Female,0,0,0,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,81.15,952.3,2.6676528599605525
9625-RZFUK,0,Male,0,1,1,63,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.7,1275.85,0.6476002629848783
9626-VFRGG,0,Female,0,0,1,41,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),88.5,3645.05,2.9092702169625246
9626-WEQRM,0,Female,0,0,0,4,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,29.15,110.05,0.9582511505588428
9629-NHXFW,0,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.4,19.4,0.6377383300460223
9631-RXVJM,0,Male,0,0,0,35,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.25,677.9,0.6328073635765943
9631-XEYKE,0,Male,0,0,0,3,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.4,137.25,1.6568047337278105
9633-DENPU,0,Female,0,1,0,47,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),58.6,2723.4,1.9263642340565417
9633-XQABV,0,Female,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.25,229.7,2.309335963182117
9637-CDTKZ,0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),114.1,8086.4,3.7508218277449044
9637-EIHEQ,1,Female,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,50.8,50.8,1.669953977646285
9638-JIQYA,0,Male,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),24.9,49.7,0.8185404339250493
9639-BUJXT,0,Male,0,0,0,63,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.5,1328.15,0.6738987508218277
9640-ZSLDC,0,Female,0,1,1,53,1,0,DSL,0,0,1,0,0,1,One year,0,Credit card (automatic),60.6,3297.0,1.9921104536489151
9643-AVVWI,0,Female,0,1,1,3,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,80.0,241.3,2.6298487836949374
9643-YBLUR,0,Male,0,1,0,9,1,1,DSL,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),69.05,653.95,2.269888231426693
9644-KVCNC,0,Female,0,0,0,66,1,1,Fiber optic,0,0,1,0,1,0,One year,1,Bank transfer (automatic),92.15,6056.9,3.029257067718606
9644-UMGQA,0,Male,0,1,1,6,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.15,295.65,1.615713346482577
9646-NMHXE,0,Male,0,1,0,47,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.65,973.1,0.645956607495069
9647-ERGBE,1,Female,0,1,1,30,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.05,3046.15,3.288954635108481
9648-BCHKM,0,Female,0,1,1,18,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.65,471.35,0.8103221564760026
9650-VBUOG,0,Male,0,1,1,38,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,963.95,0.8234714003944773
9651-GTSAQ,1,Female,0,1,0,53,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),106.1,5769.75,3.4878369493754104
